date,symbol,ret
2026-06-08,600007.SH,-0.01065398659735543
2026-06-08,600008.SH,-0.011293311930870001
2026-06-08,600009.SH,0.0012826660913686882
2026-06-08,600010.SH,-0.007461786656065252
2026-06-08,600011.SH,-0.010066144389801683
2026-06-08,600012.SH,0.0031184853980389575
2026-06-08,600013.SH,-0.006101864609143235
2026-06-08,600014.SH,0.000924380509748841
2026-06-08,600015.SH,-0.01447586834842502
2026-06-08,600016.SH,-0.013731016979944723
2026-06-08,600017.SH,-0.012510457975020598
2026-06-08,600018.SH,0.013073200755182441
2026-06-08,600019.SH,0.0007551997450059534
2026-06-09,600000.SH,0.0014886537202453251
2026-06-09,600001.SH,-0.002530415273922404
2026-06-09,600002.SH,-0.004871973032394833
2026-06-09,600003.SH,0.003886792789773162
2026-06-09,600004.SH,-0.0011659353598312007
2026-06-09,600005.SH,-0.010664236196345116
2026-06-09,600006.SH,-0.006177709791825048
2026-06-09,600007.SH,-0.012235466509254531
2026-06-09,600008.SH,0.0012967359737748752
2026-06-09,600009.SH,-0.00976905478629606
2026-06-09,600010.SH,0.0029942336674225857
2026-06-09,600011.SH,0.002654541897727641
2026-06-09,600012.SH,-0.005870669497114093
2026-06-09,600013.SH,-0.004148280365930084
2026-06-09,600014.SH,0.00859331890240616
2026-06-09,600015.SH,-0.01111801151558264
2026-06-09,600016.SH,0.015257188033142164
2026-06-09,600017.SH,0.003615373805271116
2026-06-09,600018.SH,0.0008572463390783039
2026-06-09,600019.SH,0.00822374396110152
2026-06-10,600000.SH,0.016213341804997918
2026-06-10,600001.SH,0.00945615664067704
2026-06-10,600002.SH,0.01000615977741945
2026-06-10,600003.SH,0.007339220563802521
2026-06-10,600004.SH,-0.0024639853079826152
2026-06-10,600005.SH,-0.004215135036339192
2026-06-10,600006.SH,0.007984271961522058
2026-06-10,600007.SH,0.023504309768875326
2026-06-10,600008.SH,0.005000280002846088
2026-06-10,600009.SH,0.0011266929956713003
2026-06-10,600010.SH,0.004669399991800109
2026-06-10,600011.SH,0.010080569444220368
2026-06-10,600012.SH,0.0011744541027062499
2026-06-10,600013.SH,0.018148314261991302
2026-06-10,600014.SH,-0.008343588709851852
2026-06-10,600015.SH,0.008444255870868115
2026-06-10,600016.SH,0.0003555031538182581
2026-06-10,600017.SH,0.006041046724211996
2026-06-10,600018.SH,0.01103711556036403
2026-06-10,600019.SH,-0.022006284780738822
2026-06-11,600000.SH,0.000587610290764868
2026-06-11,600001.SH,-0.005024539776261471
2026-06-11,600002.SH,0.009865311649366233
2026-06-11,600003.SH,0.012066823187076449
2026-06-11,600004.SH,0.016891133161551646
2026-06-11,600005.SH,0.00546264183968168
2026-06-11,600006.SH,0.01773138893734602
2026-06-11,600007.SH,0.018525493300343483
2026-06-11,600008.SH,0.01377192751311874
2026-06-11,600009.SH,0.007549902752624143
2026-06-11,600010.SH,-0.02323454830953327
2026-06-11,600011.SH,0.005943560742067257
2026-06-11,600012.SH,0.003556253606245767
2026-06-11,600013.SH,0.003596870270260067
2026-06-11,600014.SH,0.0014958840555793652
2026-06-11,600015.SH,-0.013724447404834772
2026-06-11,600016.SH,-0.015654458650245517
2026-06-11,600017.SH,0.0013681429437568619
2026-06-11,600018.SH,-0.008903224058710087
2026-06-11,600019.SH,-0.0060665785291527125
2026-06-12,600000.SH,0.006322959156921553
2026-06-12,600001.SH,-0.005947432974709862
2026-06-12,600002.SH,-0.01430352157946423
2026-06-12,600003.SH,0.00800471379267204
2026-06-12,600004.SH,-0.0009049434192567266
2026-06-12,600005.SH,-0.014183704383474337
2026-06-12,600006.SH,0.0015454102388092078
2026-06-12,600007.SH,-0.011898410200016347
2026-06-12,600008.SH,-0.011803114044244204
2026-06-12,600009.SH,0.01134209630965534
2026-06-12,600010.SH,0.003229995448162438
2026-06-12,600011.SH,0.017133609781243515
2026-06-12,600012.SH,-0.005642072454944408
2026-06-12,600013.SH,-0.010561747510852306
2026-06-12,600014.SH,-0.00746154478174149
2026-06-12,600015.SH,-0.007970656991699307
2026-06-12,600016.SH,-0.01734372726583472
2026-06-12,600017.SH,0.0021464661789732807
2026-06-12,600018.SH,0.00037951397966942777
2026-06-12,600019.SH,-0.016404038594043213
2026-06-15,600000.SH,0.0014579810921125005
2026-06-15,600001.SH,0.023316402431245723
2026-06-15,600002.SH,0.008243480362007867
2026-06-15,600003.SH,-0.006704886850327981
2026-06-15,600004.SH,0.005406380006236785
2026-06-15,600005.SH,0.0017916395188209062
2026-06-15,600006.SH,0.010853699713726992
2026-06-15,600007.SH,-0.0015877052472355923
2026-06-15,600008.SH,-0.006469019591347953
2026-06-15,600009.SH,-0.004552251151589094
2026-06-15,600010.SH,-0.002466609250615243
2026-06-15,600011.SH,-0.0006061051414274453
2026-06-15,600012.SH,0.01914271145385176
2026-06-15,600013.SH,0.0006788460305126066
2026-06-15,600014.SH,0.0037950509504391956
2026-06-15,600015.SH,-0.011069902148601454
2026-06-15,600016.SH,0.002945806620231091
2026-06-15,600017.SH,0.01859157077394485
2026-06-15,600018.SH,0.0044503026716440335
2026-06-15,600019.SH,-0.004163195674706111
2026-06-16,600000.SH,0.007301682426761166
2026-06-16,600001.SH,0.015493812379095171
2026-06-16,600002.SH,0.0018463994305908333
2026-06-16,600003.SH,0.0030368169161512364
2026-06-16,600004.SH,0.0010694258286974199
2026-06-16,600005.SH,-0.0034620397397771884
2026-06-16,600006.SH,-0.002599987638795074
2026-06-16,600007.SH,0.0077384728014154025
2026-06-16,600008.SH,-0.006856377812253352
2026-06-16,600009.SH,0.0018405046651500554
2026-06-16,600010.SH,-0.0063390150498525534
2026-06-16,600011.SH,0.018546040574230975
2026-06-16,600012.SH,0.005588691826815652
2026-06-16,600013.SH,0.004140132015493445
2026-06-16,600014.SH,0.013820564015972125
2026-06-16,600015.SH,0.011932759705284065
2026-06-16,600016.SH,0.02406938394838197
2026-06-16,600017.SH,-0.007662992073186633
2026-06-16,600018.SH,0.004113246842771444
2026-06-16,600019.SH,-0.010362777969849107
2026-06-17,600000.SH,-0.0011419560328807237
2026-06-17,600001.SH,-0.02087242523267259
2026-06-17,600002.SH,-0.01625148010113185
2026-06-17,600003.SH,-0.012215143494229077
2026-06-17,600004.SH,-0.016567251219946073
2026-06-17,600005.SH,-0.013289265392003796
2026-06-17,600006.SH,0.018681973291223994
2026-06-17,600007.SH,-0.008669465650319176
2026-06-17,600008.SH,0.007405271456399409
2026-06-17,600009.SH,-0.011794300425934654
2026-06-17,600010.SH,0.007602427566550463
2026-06-17,600011.SH,-0.004161998223479055
2026-06-17,600012.SH,-0.0005007644344174622
2026-06-17,600013.SH,0.009161403036358045
2026-06-17,600014.SH,0.01884434304797053
2026-06-17,600015.SH,0.003281673587757654
2026-06-17,600016.SH,0.005111974616656224
2026-06-17,600017.SH,-0.00938320012708107
2026-06-17,600018.SH,0.00961400383277907
2026-06-17,600019.SH,-0.004824006003088448
2026-06-18,600000.SH,0.00919017471638814
2026-06-18,600001.SH,0.024633816042784456
2026-06-18,600002.SH,0.004322106817019122
2026-06-18,600003.SH,-0.003820626210210613
2026-06-18,600004.SH,-0.004919425978584421
2026-06-18,600005.SH,-0.013406834438602425
2026-06-18,600006.SH,-0.0008996401360975808
2026-06-18,600007.SH,-0.003248664584025222
2026-06-18,600008.SH,0.009874587270394815
2026-06-18,600009.SH,0.005420931846921714
2026-06-18,600010.SH,0.0005154408381439083
2026-06-18,600011.SH,-0.016567665895971327
2026-06-18,600012.SH,0.00530475495509332
2026-06-18,600013.SH,-0.0025278906312532984
2026-06-18,600014.SH,-0.005878101206178996
2026-06-18,600015.SH,0.006406855297625335
2026-06-18,600016.SH,0.0050809781469620535
2026-06-18,600017.SH,-0.004938222368894303
2026-06-18,600018.SH,0.005325493497794083
2026-06-18,600019.SH,-0.005604772912286318
2026-06-19,600000.SH,-0.00716713464629303
2026-06-19,600001.SH,-0.002560489754554479
2026-06-19,600002.SH,0.0021442273143173233
2026-06-19,600003.SH,0.002109524815723503
2026-06-19,600004.SH,0.007184497427318543
2026-06-19,600005.SH,-0.0066137477161948306
2026-06-19,600006.SH,0.0031393751616118045
2026-06-19,600007.SH,-0.007584759967479648
2026-06-19,600008.SH,-0.0015277380543837838
2026-06-19,600009.SH,0.005983601750777116
2026-06-19,600010.SH,0.0043935476231846396
2026-06-19,600011.SH,0.004225537588331112
2026-06-19,600012.SH,-0.00306754553015431
2026-06-19,600013.SH,0.006452062964664438
2026-06-19,600014.SH,0.015628295116780058
2026-06-19,600015.SH,0.014553643009904842
2026-06-19,600016.SH,0.02052639735928839
2026-06-19,600017.SH,1.5256307574301698e-05
2026-06-19,600018.SH,-0.0010528697733483087
2026-06-19,600019.SH,0.007654899776916845
2026-06-22,600000.SH,-0.0037341879712792657
2026-06-22,600001.SH,0.010698336654208223
2026-06-22,600002.SH,-0.0037923685430453834
2026-06-22,600003.SH,-0.0005647599792984997
2026-06-22,600004.SH,-0.00309067433835893
2026-06-22,600005.SH,-0.004126517225989121
2026-06-22,600006.SH,-0.0010070077274145367
2026-06-22,600007.SH,0.0033786579360311894
2026-06-22,600008.SH,-0.007870097383832183
2026-06-22,600009.SH,0.009860004438947452
2026-06-22,600010.SH,0.0034761431083074287
2026-06-22,600011.SH,0.034386362108678986
2026-06-22,600012.SH,0.00023271780224801836
2026-06-22,600013.SH,0.01868597653046241
2026-06-22,600014.SH,0.0030398185770287483
2026-06-22,600015.SH,0.0028477422928926497
2026-06-22,600016.SH,0.0038626900373781815
2026-06-22,600017.SH,0.004859979125529552
2026-06-22,600018.SH,0.015328713672222521
2026-06-22,600019.SH,0.004719942140747281
2026-06-23,600000.SH,0.0018925753709559717
2026-06-23,600001.SH,0.004494852244122211
2026-06-23,600002.SH,-0.009753247128322776
2026-06-23,600003.SH,-0.009698859150700408
2026-06-23,600004.SH,0.004689793537594712
2026-06-23,600005.SH,-0.01702465500610783
2026-06-23,600006.SH,-0.01160105380883302
2026-06-23,600007.SH,-0.0153477618425022
2026-06-23,600008.SH,-0.00041503697889228724
2026-06-23,600009.SH,-0.01643300761882025
2026-06-23,600010.SH,-0.01860968640165933
2026-06-23,600011.SH,-0.014193647760871902
2026-06-23,600012.SH,-0.006564170004026506
2026-06-23,600013.SH,0.007923624158429742
2026-06-23,600014.SH,0.02012892443437331
2026-06-23,600015.SH,-0.014659010975194096
2026-06-23,600016.SH,-0.0030970274062513095
2026-06-23,600017.SH,-0.00029480501194102324
2026-06-23,600018.SH,-0.0052496980257755
2026-06-23,600019.SH,-0.003653765236889701
2026-06-24,600000.SH,0.0017055775397280077
2026-06-24,600001.SH,-0.005649710072150405
2026-06-24,600002.SH,0.0063856045934253015
2026-06-24,600003.SH,-0.01210000997771389
2026-06-24,600004.SH,-0.008214489282513473
2026-06-24,600005.SH,0.021967110027769965
2026-06-24,600006.SH,0.028385317617620646
2026-06-24,600007.SH,0.006146910474099977
2026-06-24,600008.SH,-0.015170054439161872
2026-06-24,600009.SH,0.007459898355874263
2026-06-24,600010.SH,-0.005614422802206724
2026-06-24,600011.SH,-0.003994595366714109
2026-06-24,600012.SH,0.01628495720624017
2026-06-24,600013.SH,0.006803243644583309
2026-06-24,600014.SH,0.0120246204874642
2026-06-24,600015.SH,-0.006458106444607353
2026-06-24,600016.SH,0.0028842945191194366
2026-06-24,600017.SH,-0.007711287547767466
2026-06-24,600018.SH,0.0020645588678141645
2026-06-24,600019.SH,-0.017073183744675837
2026-06-25,600000.SH,-0.011566006327655054
2026-06-25,600001.SH,0.01584742308329488
2026-06-25,600002.SH,-0.001667970763132535
2026-06-25,600003.SH,0.016817607154826067
2026-06-25,600004.SH,0.012154908659029144
2026-06-25,600005.SH,0.01572246952991858
2026-06-25,600006.SH,0.003012109609078037
2026-06-25,600007.SH,0.005934044184377843
2026-06-25,600008.SH,0.031641363297459764
2026-06-25,600009.SH,-0.016284119713582314
2026-06-25,600010.SH,0.013369479660584802
2026-06-25,600011.SH,0.0101582585421436
2026-06-25,600012.SH,0.0014121315029643456
2026-06-25,600013.SH,0.01527957376965945
2026-06-25,600014.SH,0.011531964628218042
2026-06-25,600015.SH,-0.003289580620838196
2026-06-25,600016.SH,0.005281320743555001
2026-06-25,600017.SH,-0.01404570660006147
2026-06-25,600018.SH,-0.0070074694799619735
2026-06-25,600019.SH,-0.007477662561830559
2026-06-26,600000.SH,-0.016276889370352467
2026-06-26,600001.SH,-0.010046075377884297
2026-06-26,600002.SH,0.007240387013833368
2026-06-26,600003.SH,-0.004330610737017004
2026-06-26,600004.SH,0.00496308297222956
2026-06-26,600005.SH,0.00867064707779506
2026-06-26,600006.SH,0.011600789396470551
2026-06-26,600007.SH,-0.003017317625655104
2026-06-26,600008.SH,0.025867256385204554
2026-06-26,600009.SH,0.002449653646091241
2026-06-26,600010.SH,0.0007950205139602572
2026-06-26,600011.SH,0.003624009887517078
2026-06-26,600012.SH,-0.005941969286649587
2026-06-26,600013.SH,-0.005998614098643405
2026-06-26,600014.SH,-0.0021561478270876117
2026-06-26,600015.SH,-0.004517007775817051
2026-06-26,600016.SH,-0.014708435106194054
2026-06-26,600017.SH,-0.005584840851522068
2026-06-26,600018.SH,-0.005395841251535862
2026-06-26,600019.SH,0.0018679738353618728
