date,symbol,weight
2026-06-04,600018.SH,0.036584430781345184
2026-06-04,600019.SH,0.051473752572235916
2026-06-05,600000.SH,0.03016301142810409
2026-06-05,600001.SH,0.05293896369440217
2026-06-05,600002.SH,0.0838078419641115
2026-06-05,600003.SH,0.032500937160643235
2026-06-05,600004.SH,0.04432527667917701
2026-06-05,600005.SH,0.07016910816531596
2026-06-05,600006.SH,0.034094847889906556
2026-06-05,600007.SH,0.041460144504375
2026-06-05,600008.SH,0.07292638443740632
2026-06-05,600009.SH,0.04441617312557676
2026-06-05,600010.SH,0.04683540384531488
2026-06-05,600011.SH,0.0661347142403872
2026-06-05,600012.SH,0.028759581227724797
2026-06-05,600013.SH,0.051053736592532636
2026-06-05,600014.SH,0.05545193339426681
2026-06-05,600015.SH,0.028442407719503734
2026-06-05,600016.SH,0.058073899370903015
2026-06-05,600017.SH,0.058946251015973866
2026-06-05,600018.SH,0.03963721991808306
2026-06-05,600019.SH,0.05986216362629155
2026-06-08,600000.SH,0.03462534939943337
2026-06-08,600001.SH,0.0510318678129809
2026-06-08,600002.SH,0.06365953814703519
2026-06-08,600003.SH,0.03894640373801412
2026-06-08,600004.SH,0.04971825455692945
2026-06-08,600005.SH,0.05519492559928041
2026-06-08,600006.SH,0.029027710885005796
2026-06-08,600007.SH,0.054020403904267586
2026-06-08,600008.SH,0.07217069114630305
2026-06-08,600009.SH,0.024127443334660457
2026-06-08,600010.SH,0.05794057936808472
2026-06-08,600011.SH,0.07352893950471447
2026-06-08,600012.SH,0.040536293738675164
2026-06-08,600013.SH,0.0454231923778116
2026-06-08,600014.SH,0.06448309931034311
2026-06-08,600015.SH,0.02803736483189026
2026-06-08,600016.SH,0.06653811857300139
2026-06-08,600017.SH,0.06570021899928874
2026-06-08,600018.SH,0.04177206826082992
2026-06-08,600019.SH,0.04351753651145024
2026-06-09,600000.SH,0.037346290994534646
2026-06-09,600001.SH,0.051228896407167074
2026-06-09,600002.SH,0.07378498259052783
2026-06-09,600003.SH,0.036296541220400345
2026-06-09,600004.SH,0.0662005987736465
2026-06-09,600005.SH,0.06082690864940455
2026-06-09,600006.SH,0.027611182721302144
2026-06-09,600007.SH,0.0436559843853002
2026-06-09,600008.SH,0.05762997170375779
2026-06-09,600009.SH,0.040064760524978676
2026-06-09,600010.SH,0.057802166286014194
2026-06-09,600011.SH,0.06166576046735761
2026-06-09,600012.SH,0.028513827047273777
2026-06-09,600013.SH,0.0487294741957615
2026-06-09,600014.SH,0.08709188462424912
2026-06-09,600015.SH,0.020790497586439104
2026-06-09,600016.SH,0.055534319639900624
2026-06-09,600017.SH,0.06042884973456306
2026-06-09,600018.SH,0.041650381450387776
2026-06-09,600019.SH,0.04314672099703343
2026-06-10,600000.SH,0.03189593712449872
2026-06-10,600001.SH,0.04855268408297688
2026-06-10,600002.SH,0.07748487972643775
2026-06-10,600003.SH,0.037647494602793805
2026-06-10,600004.SH,0.05208525970021467
2026-06-10,600005.SH,0.05466100419966945
2026-06-10,600006.SH,0.038216388446159405
2026-06-10,600007.SH,0.05938087210655754
2026-06-10,600008.SH,0.08143791547696001
2026-06-10,600009.SH,0.03660377940553797
2026-06-10,600010.SH,0.03871501241831536
2026-06-10,600011.SH,0.08072577165501839
2026-06-10,600012.SH,0.034582069914594685
2026-06-10,600013.SH,0.03132783854427098
2026-06-10,600014.SH,0.07472813328305764
2026-06-10,600015.SH,0.027447988103059068
2026-06-10,600016.SH,0.04069462818480008
2026-06-10,600017.SH,0.06399010800263759
2026-06-10,600018.SH,0.042113609109078375
2026-06-10,600019.SH,0.04770862591336174
2026-06-11,600000.SH,0.030158348257855492
2026-06-11,600001.SH,0.05246153636636344
2026-06-11,600002.SH,0.06300582378675504
2026-06-11,600003.SH,0.026973906837084262
2026-06-11,600004.SH,0.0577172450305667
2026-06-11,600005.SH,0.07509384875109007
2026-06-11,600006.SH,0.03754276843017548
2026-06-11,600007.SH,0.04637682232132127
2026-06-11,600008.SH,0.0807040807894118
2026-06-11,600009.SH,0.0336985491274434
2026-06-11,600010.SH,0.05815137311955765
2026-06-11,600011.SH,0.060352902740746776
2026-06-11,600012.SH,0.030478109378281562
2026-06-11,600013.SH,0.05147134101517126
2026-06-11,600014.SH,0.06254818530765137
2026-06-11,600015.SH,0.03849852308309091
2026-06-11,600016.SH,0.05188651174877822
2026-06-11,600017.SH,0.0602343356204137
2026-06-11,600018.SH,0.03533885563313564
2026-06-11,600019.SH,0.047306932655105875
2026-06-12,600000.SH,0.033237191095737084
2026-06-12,600001.SH,0.04954113841686879
2026-06-12,600002.SH,0.04777813864401774
2026-06-12,600003.SH,0.043223754492314644
2026-06-12,600004.SH,0.054200838206992355
2026-06-12,600005.SH,0.08529012733364855
2026-06-12,600006.SH,0.047406502936087905
2026-06-12,600007.SH,0.05239347088853946
2026-06-12,600008.SH,0.0533385593379343
2026-06-12,600009.SH,0.03165061405094556
2026-06-12,600010.SH,0.042763459657984
2026-06-12,600011.SH,0.0675998251276898
2026-06-12,600012.SH,0.03698824619713439
2026-06-12,600013.SH,0.03653442583122679
2026-06-12,600014.SH,0.07685851890928892
2026-06-12,600015.SH,0.02827067432921909
2026-06-12,600016.SH,0.05454561725213
2026-06-12,600017.SH,0.07190249352987163
2026-06-12,600018.SH,0.0348320010057641
2026-06-12,600019.SH,0.05164440275660478
2026-06-15,600000.SH,0.038579954826328595
2026-06-15,600001.SH,0.04906397269055698
2026-06-15,600002.SH,0.0735962986620059
2026-06-15,600003.SH,0.035482482060272054
2026-06-15,600004.SH,0.054625709591924074
2026-06-15,600005.SH,0.07025553541406898
2026-06-15,600006.SH,0.04140539556991911
2026-06-15,600007.SH,0.053078833127723594
2026-06-15,600008.SH,0.07396546240356879
2026-06-15,600009.SH,0.03707598680390977
2026-06-15,600010.SH,0.03899547736298873
2026-06-15,600011.SH,0.06813200545850058
2026-06-15,600012.SH,0.03356994321912367
2026-06-15,600013.SH,0.051451390473763944
2026-06-15,600014.SH,0.05561997724101751
2026-06-15,600015.SH,0.043490172072977784
2026-06-15,600016.SH,0.050679283881782944
2026-06-15,600017.SH,0.05716427394740903
2026-06-15,600018.SH,0.02597522821836224
2026-06-15,600019.SH,0.047792616973795846
2026-06-16,600000.SH,0.035926593083631844
2026-06-16,600001.SH,0.06361277598600701
2026-06-16,600002.SH,0.06046344612663572
2026-06-16,600003.SH,0.03453027551709023
2026-06-16,600004.SH,0.053627928051626375
2026-06-16,600005.SH,0.07806876356267914
2026-06-16,600006.SH,0.03281194014362746
2026-06-16,600007.SH,0.05247749803994274
2026-06-16,600008.SH,0.0673031705796055
2026-06-16,600009.SH,0.035750047921367996
2026-06-16,600010.SH,0.049171026730055495
2026-06-16,600011.SH,0.05820468950388405
2026-06-16,600012.SH,0.035004275462237416
2026-06-16,600013.SH,0.05676532576879104
2026-06-16,600014.SH,0.06004377944459562
2026-06-16,600015.SH,0.0338455793920938
2026-06-16,600016.SH,0.05516728421034848
2026-06-16,600017.SH,0.05896032462732496
2026-06-16,600018.SH,0.03607750267668217
2026-06-16,600019.SH,0.04218777317177285
2026-06-17,600000.SH,0.04394919364888016
2026-06-17,600001.SH,0.06164015537584331
2026-06-17,600002.SH,0.04860307079706701
2026-06-17,600003.SH,0.029382834310501524
2026-06-17,600004.SH,0.05400704588313896
2026-06-17,600005.SH,0.07690479943682631
2026-06-17,600006.SH,0.03817752293855234
2026-06-17,600007.SH,0.0485910159427085
2026-06-17,600008.SH,0.07345231010981192
2026-06-17,600009.SH,0.03774670341333156
2026-06-17,600010.SH,0.048539403440900096
2026-06-17,600011.SH,0.07935364132265736
2026-06-17,600012.SH,0.022727213860533634
2026-06-17,600013.SH,0.05378221069641351
2026-06-17,600014.SH,0.05809335293432221
2026-06-17,600015.SH,0.039322934567678505
2026-06-17,600016.SH,0.04742836869923755
2026-06-17,600017.SH,0.059591582824401676
2026-06-17,600018.SH,0.03630732068342897
2026-06-17,600019.SH,0.042399319113764794
2026-06-18,600000.SH,0.03818593299522655
2026-06-18,600001.SH,0.04818069450682249
2026-06-18,600002.SH,0.08562823195918907
2026-06-18,600003.SH,0.023851333827544546
2026-06-18,600004.SH,0.04634094979659662
2026-06-18,600005.SH,0.07687575072444736
2026-06-18,600006.SH,0.03216320475273405
2026-06-18,600007.SH,0.04273575141213475
2026-06-18,600008.SH,0.06519019152073266
2026-06-18,600009.SH,0.026921963504391796
2026-06-18,600010.SH,0.0493640146865006
2026-06-18,600011.SH,0.0927535221320655
2026-06-18,600012.SH,0.03977996566548247
2026-06-18,600013.SH,0.04043083339455181
2026-06-18,600014.SH,0.05900337877099395
2026-06-18,600015.SH,0.031888036058013346
2026-06-18,600016.SH,0.05580557403176437
2026-06-18,600017.SH,0.05953149780640544
2026-06-18,600018.SH,0.03043414939208557
2026-06-18,600019.SH,0.054935023062316964
2026-06-19,600000.SH,0.03495086035539919
2026-06-19,600001.SH,0.048551797230046934
2026-06-19,600002.SH,0.07937730423713805
2026-06-19,600003.SH,0.029836446522250485
2026-06-19,600004.SH,0.06113880660829857
2026-06-19,600005.SH,0.07162706001684559
2026-06-19,600006.SH,0.03162980704057807
2026-06-19,600007.SH,0.047167213257338705
2026-06-19,600008.SH,0.06402615211853176
2026-06-19,600009.SH,0.0364876497850063
2026-06-19,600010.SH,0.04542104367561171
2026-06-19,600011.SH,0.08347150293877326
2026-06-19,600012.SH,0.03145375980103533
2026-06-19,600013.SH,0.03355060641539049
2026-06-19,600014.SH,0.06344883706323245
2026-06-19,600015.SH,0.02489643168759311
2026-06-19,600016.SH,0.05059757897546046
2026-06-19,600017.SH,0.08258456751915655
2026-06-19,600018.SH,0.03909348025458
2026-06-19,600019.SH,0.04068909449773322
2026-06-22,600000.SH,0.028678708589713865
2026-06-22,600001.SH,0.053151549561056624
2026-06-22,600002.SH,0.066404119814221
2026-06-22,600003.SH,0.03407738602057138
2026-06-22,600004.SH,0.03807094652872285
2026-06-22,600005.SH,0.06250840787989193
2026-06-22,600006.SH,0.03596198715530751
2026-06-22,600007.SH,0.05840033986759126
2026-06-22,600008.SH,0.0828596894526989
2026-06-22,600009.SH,0.03563823733428812
2026-06-22,600010.SH,0.050069502892763997
2026-06-22,600011.SH,0.06315626002517583
2026-06-22,600012.SH,0.03825000195800335
2026-06-22,600013.SH,0.04961892963251422
2026-06-22,600014.SH,0.07870255661145124
2026-06-22,600015.SH,0.04555113617353722
2026-06-22,600016.SH,0.05128242817800196
2026-06-22,600017.SH,0.05594159105357357
2026-06-22,600018.SH,0.03141487540514946
2026-06-22,600019.SH,0.040261345865765685
2026-06-23,600000.SH,0.03011919795474184
2026-06-23,600001.SH,0.043472506914358236
2026-06-23,600002.SH,0.07126124900792821
2026-06-23,600003.SH,0.035984366218771206
2026-06-23,600004.SH,0.057202205209510866
2026-06-23,600005.SH,0.07035540225134979
2026-06-23,600006.SH,0.0383639469154741
2026-06-23,600007.SH,0.05804427451870566
2026-06-23,600008.SH,0.0678368433528631
2026-06-23,600009.SH,0.02572434309842417
2026-06-23,600010.SH,0.03892148493117812
2026-06-23,600011.SH,0.051922903740101806
2026-06-23,600012.SH,0.041002472264883676
2026-06-23,600013.SH,0.041275393708571605
2026-06-23,600014.SH,0.07843261909865705
2026-06-23,600015.SH,0.036008357434368234
2026-06-23,600016.SH,0.05945220088987393
2026-06-23,600017.SH,0.07616114146027185
2026-06-23,600018.SH,0.0325919113136181
2026-06-23,600019.SH,0.04586717971634845
2026-06-24,600000.SH,0.0453426677546846
2026-06-24,600001.SH,0.04894013837030738
2026-06-24,600002.SH,0.059661980210778384
2026-06-24,600003.SH,0.028960795069185776
2026-06-24,600004.SH,0.05415335151461866
2026-06-24,600005.SH,0.07548497996882587
2026-06-24,600006.SH,0.028664338253245932
2026-06-24,600007.SH,0.04393658567290422
2026-06-24,600008.SH,0.07796946710847914
2026-06-24,600009.SH,0.03921510075656839
2026-06-24,600010.SH,0.046582818616282926
2026-06-24,600011.SH,0.07891686981698001
2026-06-24,600012.SH,0.039185801841680655
2026-06-24,600013.SH,0.037767617397797285
2026-06-24,600014.SH,0.06880140346934852
2026-06-24,600015.SH,0.038337347969505636
2026-06-24,600016.SH,0.047125301595606156
2026-06-24,600017.SH,0.04902186851418531
2026-06-24,600018.SH,0.03455795892208427
2026-06-24,600019.SH,0.05737360717693095
2026-06-25,600000.SH,0.03288504358832439
2026-06-25,600001.SH,0.04112286037127022
2026-06-25,600002.SH,0.06824999023742248
2026-06-25,600003.SH,0.03589986813552138
2026-06-25,600004.SH,0.03779147844917004
2026-06-25,600005.SH,0.05902770143045277
2026-06-25,600006.SH,0.028858201516571202
2026-06-25,600007.SH,0.05339787005360114
2026-06-25,600008.SH,0.0844366841775364
2026-06-25,600009.SH,0.03790815601519838
2026-06-25,600010.SH,0.04550388359175244
2026-06-25,600011.SH,0.08200276563935002
2026-06-25,600012.SH,0.025980144520857125
2026-06-25,600013.SH,0.058820843121175394
2026-06-25,600014.SH,0.06061160121430742
2026-06-25,600015.SH,0.019595805753916132
2026-06-25,600016.SH,0.06711484996883914
2026-06-25,600017.SH,0.08314246722887426
2026-06-25,600018.SH,0.028411606173842616
2026-06-25,600019.SH,0.04923817881201717
2026-06-26,600000.SH,0.03290744412556135
2026-06-26,600001.SH,0.04914504577755508
2026-06-26,600002.SH,0.07196498886504708
2026-06-26,600003.SH,0.026323125340668767
2026-06-26,600004.SH,0.06267780027734
2026-06-26,600005.SH,0.07923745091748992
2026-06-26,600006.SH,0.03739828402970895
2026-06-26,600007.SH,0.0454225931625248
2026-06-26,600008.SH,0.06636965373256448
2026-06-26,600009.SH,0.036477757814461685
2026-06-26,600010.SH,0.05110368581536026
2026-06-26,600011.SH,0.04991940215489149
2026-06-26,600012.SH,0.03747760275316342
2026-06-26,600013.SH,0.06960980256302962
2026-06-26,600014.SH,0.04818099082231436
2026-06-26,600015.SH,0.0387917930644891
2026-06-26,600016.SH,0.05079411222294665
2026-06-26,600017.SH,0.06613640313345198
2026-06-26,600018.SH,0.040746628753722335
2026-06-26,600019.SH,0.03931543467370878
